Date,Hour,X Position,Y Position
08/02/18,17:41:28,249.1,85.3,
08/02/18,17:41:28,249.1,83.9,
08/02/18,17:41:28,252.2,84.1,
08/02/18,17:41:28,245.1,70.6,
08/02/18,17:41:28,261.5,72.3,
08/02/18,17:41:28,243.4,69.4,
08/02/18,17:41:28,250.7,84.6,
08/02/18,17:41:28,235.6,103.0,
08/02/18,17:41:28,247.2,72.0,
08/02/18,17:41:28,251.3,85.0,
08/02/18,17:41:28,237.6,102.7,
08/02/18,17:41:29,247.6,73.0,
08/02/18,17:41:29,249.6,87.4,
08/02/18,17:41:29,251.4,84.4,
08/02/18,17:41:29,251.8,84.2,
08/02/18,17:41:29,247.1,71.0,
08/02/18,17:41:29,246.0,71.2,
08/02/18,17:41:29,248.8,84.2,
08/02/18,17:41:29,235.6,103.4,
08/02/18,17:41:29,232.9,103.2,
08/02/18,17:41:29,235.2,104.3,
08/02/18,17:41:29,257.5,87.0,
08/02/18,17:41:30,252.0,84.0,
08/02/18,17:41:30,251.8,80.6,
08/02/18,17:41:30,252.2,81.5,
08/02/18,17:41:30,250.8,67.9,
08/02/18,17:41:30,249.7,66.5,
08/02/18,17:41:30,254.9,75.5,
08/02/18,17:41:30,255.5,82.4,
08/02/18,17:41:30,260.5,86.3,
08/02/18,17:41:30,251.2,69.9,
08/02/18,17:41:30,277.8,99.1,
08/02/18,17:41:30,250.2,146.4,
08/02/18,17:41:30,264.6,85.9,
08/02/18,17:41:30,253.5,69.9,
08/02/18,17:41:31,248.5,77.3,
08/02/18,17:41:31,247.2,151.7,
08/02/18,17:41:31,273.6,94.4,
08/02/18,17:41:31,247.4,139.1,
08/02/18,17:41:31,247.5,139.5,
08/02/18,17:41:31,266.9,93.2,
08/02/18,17:41:31,266.0,94.7,
08/02/18,17:41:31,265.5,91.5,
08/02/18,17:41:31,246.5,141.3,
08/02/18,17:41:31,266.2,95.9,
08/02/18,17:41:31,262.8,95.9,
08/02/18,17:41:32,245.8,112.7,
08/02/18,17:41:32,251.0,80.8,
08/02/18,17:41:32,252.6,86.6,
08/02/18,17:41:32,267.2,85.9,
08/02/18,17:41:32,258.0,97.4,
08/02/18,17:41:32,260.8,96.3,
08/02/18,17:41:32,261.1,98.0,
08/02/18,17:41:32,262.0,101.2,
08/02/18,17:41:32,243.1,141.5,
08/02/18,17:41:32,269.4,107.0,
08/02/18,17:41:32,242.8,127.1,
08/02/18,17:41:33,244.7,91.0,
08/02/18,17:41:33,242.0,91.3,
08/02/18,17:41:33,232.3,68.0,
08/02/18,17:41:33,246.6,95.7,
08/02/18,17:41:33,248.7,96.5,
08/02/18,17:41:33,251.1,96.0,
08/02/18,17:41:33,251.4,99.8,
08/02/18,17:41:33,252.4,100.7,
08/02/18,17:41:33,239.1,128.4,
08/02/18,17:41:33,265.7,95.5,
08/02/18,17:41:33,257.7,107.2,
08/02/18,17:41:34,241.5,135.0,
08/02/18,17:41:34,250.7,97.5,
08/02/18,17:41:34,245.3,103.6,
08/02/18,17:41:34,235.5,79.4,
08/02/18,17:41:34,257.8,95.6,
08/02/18,17:41:34,241.0,88.2,
08/02/18,17:41:34,248.4,107.5,
08/02/18,17:41:34,249.7,109.5,
08/02/18,17:41:34,250.7,110.9,
08/02/18,17:41:34,250.7,110.8,
08/02/18,17:41:34,242.9,97.5,
08/02/18,17:41:35,249.3,112.3,
08/02/18,17:41:35,248.6,111.0,
08/02/18,17:41:35,262.7,103.3,
08/02/18,17:41:35,250.8,114.3,
08/02/18,17:41:35,251.3,115.6,
08/02/18,17:41:35,251.7,115.4,
08/02/18,17:41:35,244.0,100.1,
08/02/18,17:41:35,250.7,115.8,
08/02/18,17:41:35,245.5,112.5,
08/02/18,17:41:35,246.1,112.3,
08/02/18,17:41:35,260.7,120.0,
08/02/18,17:41:35,251.2,114.1,
08/02/18,17:41:36,236.2,143.7,
08/02/18,17:41:36,250.3,114.5,
08/02/18,17:41:36,250.8,115.3,
08/02/18,17:41:36,263.0,111.0,
08/02/18,17:41:36,262.0,110.6,
08/02/18,17:41:36,251.0,118.6,
08/02/18,17:41:36,237.5,144.0,
08/02/18,17:41:36,250.4,121.4,
08/02/18,17:41:36,250.4,121.9,
08/02/18,17:41:36,249.7,121.8,
08/02/18,17:41:36,239.7,102.9,
08/02/18,17:41:37,239.5,106.1,
08/02/18,17:41:37,251.1,126.4,
08/02/18,17:41:37,258.1,131.4,
08/02/18,17:41:37,239.4,151.3,
08/02/18,17:41:37,250.8,126.3,
08/02/18,17:41:37,249.6,128.4,
08/02/18,17:41:37,238.7,112.2,
08/02/18,17:41:37,248.6,125.8,
08/02/18,17:41:37,249.4,127.0,
08/02/18,17:41:37,249.5,128.0,
08/02/18,17:41:38,250.4,129.3,
08/02/18,17:41:38,242.1,111.2,
08/02/18,17:41:38,239.5,154.9,
08/02/18,17:41:38,250.4,129.9,
08/02/18,17:41:38,251.0,133.9,
08/02/18,17:41:38,249.3,133.4,
08/02/18,17:41:38,240.9,118.7,
08/02/18,17:41:38,250.2,136.6,
08/02/18,17:41:38,238.1,164.4,
08/02/18,17:41:38,251.7,139.7,
08/02/18,17:41:38,240.2,168.0,
08/02/18,17:41:39,245.4,128.9,
08/02/18,17:41:39,248.3,132.5,
08/02/18,17:41:39,247.4,133.9,
08/02/18,17:41:39,255.7,149.8,
08/02/18,17:41:39,253.1,148.1,
08/02/18,17:41:39,250.9,140.8,
08/02/18,17:41:39,245.0,139.8,
08/02/18,17:41:39,244.3,134.5,
08/02/18,17:41:39,243.2,135.4,
08/02/18,17:41:39,241.8,133.4,
08/02/18,17:41:39,240.2,134.3,
08/02/18,17:41:39,230.2,111.7,
08/02/18,17:41:40,239.5,123.9,
08/02/18,17:41:40,247.7,141.8,
08/02/18,17:41:40,261.0,130.9,
08/02/18,17:41:40,236.6,163.9,
08/02/18,17:41:40,246.7,139.7,
08/02/18,17:41:40,247.6,138.0,
08/02/18,17:41:40,247.2,135.9,
08/02/18,17:41:40,247.9,136.0,
08/02/18,17:41:40,250.7,137.0,
08/02/18,17:41:40,252.5,137.2,
08/02/18,17:41:40,235.7,115.0,
08/02/18,17:41:41,246.1,132.9,
08/02/18,17:41:41,240.5,118.5,
08/02/18,17:41:41,252.0,140.5,
08/02/18,17:41:41,252.4,139.8,
08/02/18,17:41:41,241.5,125.5,
08/02/18,17:41:41,251.8,139.9,
08/02/18,17:41:41,243.2,123.2,
08/02/18,17:41:41,251.5,140.2,
08/02/18,17:41:41,243.2,126.6,
08/02/18,17:41:41,252.6,142.1,
08/02/18,17:41:41,251.3,140.5,
08/02/18,17:41:41,251.3,143.9,
08/02/18,17:41:42,238.1,123.2,
08/02/18,17:41:42,262.5,140.5,
08/02/18,17:41:42,251.7,145.7,
08/02/18,17:41:42,252.1,144.6,
08/02/18,17:41:42,251.9,145.6,
08/02/18,17:41:42,252.3,146.3,
08/02/18,17:41:42,254.2,148.3,
08/02/18,17:41:42,253.9,149.9,
08/02/18,17:41:42,252.5,149.8,
08/02/18,17:41:42,258.1,155.3,
08/02/18,17:41:42,244.2,169.7,
08/02/18,17:41:43,253.8,150.0,
08/02/18,17:41:43,252.5,150.0,
08/02/18,17:41:43,260.8,142.1,
08/02/18,17:41:43,250.7,150.9,
08/02/18,17:41:43,239.6,133.7,
08/02/18,17:41:43,249.5,152.0,
08/02/18,17:41:43,251.6,153.3,
08/02/18,17:41:43,249.1,152.5,
08/02/18,17:41:43,255.7,158.7,
08/02/18,17:41:43,240.2,177.3,
08/02/18,17:41:43,250.9,153.7,
08/02/18,17:41:43,250.0,156.3,
08/02/18,17:41:43,249.7,154.9,
08/02/18,17:41:44,250.9,157.5,
08/02/18,17:41:44,251.7,157.9,
08/02/18,17:41:44,237.2,142.0,
08/02/18,17:41:44,235.6,141.6,
08/02/18,17:41:44,235.4,142.1,
08/02/18,17:41:44,248.6,161.5,
08/02/18,17:41:44,246.4,160.0,
08/02/18,17:41:44,248.1,159.2,
08/02/18,17:41:44,247.6,161.2,
08/02/18,17:41:44,238.8,184.7,
08/02/18,17:41:44,235.6,146.4,
08/02/18,17:41:45,247.9,163.7,
08/02/18,17:41:45,239.7,185.2,
08/02/18,17:41:45,236.3,149.1,
08/02/18,17:41:45,241.0,186.4,
08/02/18,17:41:45,250.2,165.9,
08/02/18,17:41:45,243.2,185.2,
08/02/18,17:41:45,249.5,168.7,
08/02/18,17:41:45,251.1,166.6,
08/02/18,17:41:45,261.5,162.3,
08/02/18,17:41:45,249.6,168.3,
08/02/18,17:41:45,248.2,169.8,
08/02/18,17:41:45,248.4,170.4,
08/02/18,17:41:46,245.0,172.4,
08/02/18,17:41:46,232.0,152.5,
08/02/18,17:41:46,241.4,166.6,
08/02/18,17:41:46,242.6,169.9,
08/02/18,17:41:46,229.8,152.0,
08/02/18,17:41:46,247.8,167.7,
08/02/18,17:41:46,247.9,171.7,
08/02/18,17:41:46,248.7,169.0,
08/02/18,17:41:46,246.5,169.6,
08/02/18,17:41:46,247.3,169.8,
08/02/18,17:41:46,249.1,169.6,
08/02/18,17:41:46,239.5,189.6,
08/02/18,17:41:47,233.8,156.2,
08/02/18,17:41:47,234.1,160.5,
08/02/18,17:41:47,247.5,175.1,
08/02/18,17:41:47,247.4,178.0,
08/02/18,17:41:47,246.5,177.5,
08/02/18,17:41:47,235.8,163.9,
08/02/18,17:41:47,259.4,169.7,
08/02/18,17:41:47,248.1,178.5,
08/02/18,17:41:47,248.1,177.0,
08/02/18,17:41:47,263.5,169.4,
08/02/18,17:41:47,249.5,177.7,
08/02/18,17:41:47,249.9,178.4,
08/02/18,17:41:48,249.7,180.5,
08/02/18,17:41:48,237.3,167.0,
08/02/18,17:41:48,236.7,169.6,
08/02/18,17:41:48,250.0,181.8,
08/02/18,17:41:48,238.4,166.4,
08/02/18,17:41:48,237.6,172.1,
08/02/18,17:41:48,261.6,177.1,
08/02/18,17:41:48,237.7,172.6,
08/02/18,17:41:48,249.7,183.8,
08/02/18,17:41:48,256.2,189.9,
08/02/18,17:41:48,253.0,187.2,
08/02/18,17:41:48,254.5,192.5,
08/02/18,17:41:48,256.9,190.3,
08/02/18,17:41:49,256.0,192.7,
08/02/18,17:41:49,257.6,189.7,
08/02/18,17:41:49,259.7,193.8,
08/02/18,17:41:49,254.8,194.7,
08/02/18,17:41:49,284.9,185.5,
08/02/18,17:41:49,286.6,181.9,
08/02/18,17:41:49,255.1,196.1,
08/02/18,17:41:49,251.9,187.0,
08/02/18,17:41:49,248.6,190.2,
08/02/18,17:41:49,256.1,194.4,
08/02/18,17:41:49,246.1,188.1,
08/02/18,17:41:49,257.7,204.1,
08/02/18,17:41:50,249.6,179.0,
08/02/18,17:41:50,249.9,179.5,
08/02/18,17:41:50,280.3,168.2,
08/02/18,17:41:50,241.6,164.2,
08/02/18,17:41:50,254.1,178.0,
08/02/18,17:41:50,253.1,175.5,
08/02/18,17:41:50,252.6,177.5,
08/02/18,17:41:50,240.2,168.1,
08/02/18,17:41:50,239.8,167.8,
08/02/18,17:41:50,267.2,170.8,
08/02/18,17:41:50,238.6,172.5,
08/02/18,17:41:50,241.7,164.4,
08/02/18,17:41:50,240.0,172.3,
08/02/18,17:41:51,239.9,200.7,
08/02/18,17:41:51,255.9,179.1,
08/02/18,17:41:51,244.4,179.5,
08/02/18,17:41:51,260.0,202.9,
08/02/18,17:41:51,256.6,194.0,
08/02/18,17:41:51,255.2,189.2,
08/02/18,17:41:51,255.9,193.0,
08/02/18,17:41:51,255.5,193.4,
08/02/18,17:41:51,259.2,196.0,
08/02/18,17:41:51,259.1,191.5,
08/02/18,17:41:52,252.0,189.4,
08/02/18,17:41:52,257.7,195.5,
08/02/18,17:41:52,251.2,192.6,
08/02/18,17:41:52,251.8,193.8,
08/02/18,17:41:52,259.0,204.4,
08/02/18,17:41:52,253.9,201.0,
08/02/18,17:41:52,238.4,209.4,
08/02/18,17:41:52,234.7,182.9,
08/02/18,17:41:52,253.3,203.6,
08/02/18,17:41:52,239.5,196.5,
08/02/18,17:41:52,247.4,197.4,
08/02/18,17:41:53,247.8,196.8,
08/02/18,17:41:53,234.9,192.4,
08/02/18,17:41:53,263.2,196.6,
08/02/18,17:41:53,249.5,205.6,
08/02/18,17:41:53,260.1,198.6,
08/02/18,17:41:53,230.5,190.9,
08/02/18,17:41:53,237.4,199.4,
08/02/18,17:41:53,248.8,208.7,
08/02/18,17:41:53,246.6,207.3,
08/02/18,17:41:53,231.5,195.6,
08/02/18,17:41:53,244.7,201.4,
08/02/18,17:41:53,249.6,208.8,
08/02/18,17:41:54,241.5,206.0,
08/02/18,17:41:54,243.1,205.0,
08/02/18,17:41:54,251.3,213.5,
08/02/18,17:41:54,251.2,209.9,
08/02/18,17:41:54,250.5,217.5,
08/02/18,17:41:54,249.8,216.7,
08/02/18,17:41:54,243.1,211.2,
08/02/18,17:41:54,225.8,203.7,
08/02/18,17:41:54,240.1,217.2,
08/02/18,17:41:54,237.4,222.5,
08/02/18,17:41:54,238.4,217.0,
08/02/18,17:41:54,241.0,212.7,
08/02/18,17:41:55,239.8,216.8,
08/02/18,17:41:55,234.2,219.8,
08/02/18,17:41:55,223.2,217.9,
08/02/18,17:41:55,219.6,221.0,
08/02/18,17:41:55,231.1,226.5,
08/02/18,17:41:55,235.7,255.5,
08/02/18,17:41:55,229.6,243.1,
08/02/18,17:41:55,225.4,246.2,
08/02/18,17:41:55,241.6,236.3,
08/02/18,17:41:55,232.0,233.0,
08/02/18,17:41:55,236.1,242.1,
08/02/18,17:41:56,241.1,228.7,
08/02/18,17:41:56,238.8,230.4,
08/02/18,17:41:56,237.4,228.6,
08/02/18,17:41:56,235.6,236.0,
08/02/18,17:41:56,233.1,230.7,
08/02/18,17:41:56,232.6,234.8,
08/02/18,17:41:56,240.5,230.4,
08/02/18,17:41:56,228.1,230.4,
08/02/18,17:41:56,225.8,228.8,
08/02/18,17:41:57,227.2,226.7,
08/02/18,17:41:57,217.2,225.1,
08/02/18,17:41:57,226.6,221.9,
08/02/18,17:41:57,227.1,220.8,
08/02/18,17:41:57,225.8,218.8,
08/02/18,17:41:57,224.9,218.8,
08/02/18,17:41:57,224.4,219.4,
08/02/18,17:41:57,219.2,221.6,
08/02/18,17:41:57,220.6,217.2,
08/02/18,17:41:57,218.3,216.6,
08/02/18,17:41:57,217.4,218.4,
08/02/18,17:41:58,224.1,220.2,
08/02/18,17:41:58,217.0,223.7,
08/02/18,17:41:58,217.1,228.5,
08/02/18,17:41:58,216.9,228.8,
08/02/18,17:41:58,207.1,226.5,
08/02/18,17:41:58,192.4,228.3,
08/02/18,17:41:58,213.2,234.4,
08/02/18,17:41:58,215.9,225.1,
08/02/18,17:41:58,220.1,202.0,
08/02/18,17:41:58,215.5,208.4,
08/02/18,17:41:58,215.2,216.3,
08/02/18,17:41:58,213.3,218.7,
08/02/18,17:41:59,209.4,226.7,
08/02/18,17:41:59,213.9,220.1,
08/02/18,17:41:59,223.7,211.2,
08/02/18,17:41:59,222.5,211.5,
08/02/18,17:41:59,203.3,211.9,
08/02/18,17:41:59,208.9,212.5,
08/02/18,17:41:59,205.6,218.6,
08/02/18,17:41:59,204.5,213.6,
08/02/18,17:41:59,203.6,222.7,
08/02/18,17:41:59,203.2,218.2,
08/02/18,17:41:59,190.2,217.3,
08/02/18,17:42:00,214.5,215.7,
08/02/18,17:42:00,193.0,222.8,
08/02/18,17:42:00,192.0,217.8,
08/02/18,17:42:00,199.6,219.5,
08/02/18,17:42:00,200.0,219.2,
08/02/18,17:42:00,201.0,218.9,
08/02/18,17:42:00,211.3,209.4,
08/02/18,17:42:00,210.4,213.6,
08/02/18,17:42:00,199.2,217.6,
08/02/18,17:42:00,196.7,216.4,
08/02/18,17:42:00,184.7,211.6,
08/02/18,17:42:00,196.9,219.0,
08/02/18,17:42:00,206.8,213.2,
08/02/18,17:42:01,185.2,217.6,
08/02/18,17:42:01,188.2,216.1,
08/02/18,17:42:01,199.4,217.4,
08/02/18,17:42:01,201.5,223.3,
08/02/18,17:42:01,197.2,223.1,
08/02/18,17:42:01,191.3,216.3,
08/02/18,17:42:01,190.0,214.2,
08/02/18,17:42:01,200.3,217.7,
08/02/18,17:42:01,199.5,215.1,
08/02/18,17:42:01,194.6,221.2,
08/02/18,17:42:01,201.3,219.2,
08/02/18,17:42:02,201.3,218.5,
08/02/18,17:42:02,200.4,216.7,
08/02/18,17:42:02,198.2,213.7,
08/02/18,17:42:02,193.7,207.5,
08/02/18,17:42:02,211.7,217.8,
08/02/18,17:42:02,200.6,218.1,
08/02/18,17:42:02,197.2,217.1,
08/02/18,17:42:02,199.3,216.7,
08/02/18,17:42:02,199.2,213.9,
08/02/18,17:42:02,188.8,213.5,
08/02/18,17:42:02,185.4,215.4,
08/02/18,17:42:03,200.2,216.4,
08/02/18,17:42:03,194.9,224.6,
08/02/18,17:42:03,186.6,213.2,
08/02/18,17:42:03,220.0,200.0,
08/02/18,17:42:03,192.1,208.9,
08/02/18,17:42:03,197.2,224.5,
08/02/18,17:42:03,202.6,215.3,
08/02/18,17:42:03,194.1,209.5,
08/02/18,17:42:03,197.1,223.2,
08/02/18,17:42:03,199.8,216.5,
08/02/18,17:42:03,196.1,214.2,
08/02/18,17:42:04,185.5,208.3,
08/02/18,17:42:04,187.4,209.8,
08/02/18,17:42:04,197.9,218.8,
08/02/18,17:42:04,186.1,210.1,
08/02/18,17:42:04,182.1,211.9,
08/02/18,17:42:04,190.1,223.4,
08/02/18,17:42:04,192.8,215.9,
08/02/18,17:42:04,190.1,221.7,
08/02/18,17:42:04,175.8,223.1,
08/02/18,17:42:04,189.6,223.7,
08/02/18,17:42:04,199.8,216.2,
08/02/18,17:42:04,176.6,216.9,
08/02/18,17:42:05,172.0,247.1,
08/02/18,17:42:05,172.6,243.4,
08/02/18,17:42:05,184.4,216.5,
08/02/18,17:42:05,187.2,208.3,
08/02/18,17:42:05,184.8,217.5,
08/02/18,17:42:05,180.6,219.3,
08/02/18,17:42:05,180.2,219.4,
08/02/18,17:42:05,181.5,217.1,
08/02/18,17:42:05,180.7,213.9,
08/02/18,17:42:05,176.2,209.2,
08/02/18,17:42:05,190.1,205.7,
08/02/18,17:42:05,179.9,217.2,
08/02/18,17:42:06,192.0,213.1,
08/02/18,17:42:06,178.9,215.5,
08/02/18,17:42:06,175.8,215.2,
08/02/18,17:42:06,160.5,210.1,
08/02/18,17:42:06,185.9,213.9,
08/02/18,17:42:06,172.5,222.8,
08/02/18,17:42:06,164.2,218.5,
08/02/18,17:42:06,174.3,214.9,
08/02/18,17:42:06,170.5,222.0,
08/02/18,17:42:06,168.6,226.1,
08/02/18,17:42:06,155.3,220.6,
08/02/18,17:42:06,154.9,219.1,
08/02/18,17:42:06,154.7,222.3,
08/02/18,17:42:07,165.5,224.4,
08/02/18,17:42:07,163.7,227.0,
08/02/18,17:42:07,166.1,222.1,
08/02/18,17:42:07,165.9,219.1,
08/02/18,17:42:07,152.1,221.0,
08/02/18,17:42:07,160.9,226.6,
08/02/18,17:42:07,160.0,224.1,
08/02/18,17:42:07,143.1,221.8,
08/02/18,17:42:07,159.0,225.4,
08/02/18,17:42:07,158.5,218.8,
08/02/18,17:42:07,155.4,219.9,
08/02/18,17:42:08,155.7,223.9,
08/02/18,17:42:08,153.8,221.0,
08/02/18,17:42:08,151.9,227.5,
08/02/18,17:42:08,137.2,225.5,
08/02/18,17:42:08,155.3,219.6,
08/02/18,17:42:08,168.2,214.5,
08/02/18,17:42:08,140.2,216.9,
08/02/18,17:42:08,150.8,223.3,
08/02/18,17:42:08,151.6,224.9,
08/02/18,17:42:08,146.7,224.3,
08/02/18,17:42:08,143.9,226.6,
08/02/18,17:42:08,141.2,229.6,
08/02/18,17:42:09,145.9,220.2,
08/02/18,17:42:09,140.6,225.6,
08/02/18,17:42:09,144.0,219.2,
08/02/18,17:42:09,139.5,223.6,
08/02/18,17:42:09,127.6,218.7,
08/02/18,17:42:09,142.3,216.4,
08/02/18,17:42:09,139.3,219.8,
08/02/18,17:42:09,130.2,213.7,
08/02/18,17:42:09,134.5,225.1,
08/02/18,17:42:09,134.1,225.0,
08/02/18,17:42:09,133.7,227.8,
08/02/18,17:42:10,127.9,220.0,
08/02/18,17:42:10,133.8,223.2,
08/02/18,17:42:10,124.1,219.2,
08/02/18,17:42:10,120.4,221.3,
08/02/18,17:42:10,130.5,223.4,
08/02/18,17:42:10,129.3,224.5,
08/02/18,17:42:10,129.2,223.7,
08/02/18,17:42:10,133.2,223.4,
08/02/18,17:42:10,136.8,211.0,
08/02/18,17:42:10,124.4,212.1,
08/02/18,17:42:10,136.6,215.3,
08/02/18,17:42:11,126.5,226.2,
08/02/18,17:42:11,122.9,213.0,
08/02/18,17:42:11,133.8,217.7,
08/02/18,17:42:11,132.9,216.5,
08/02/18,17:42:11,133.9,214.8,
08/02/18,17:42:11,136.0,217.2,
08/02/18,17:42:11,132.9,216.7,
08/02/18,17:42:11,149.5,212.9,
08/02/18,17:42:11,124.2,216.8,
08/02/18,17:42:11,152.9,208.5,
08/02/18,17:42:11,120.6,214.8,
08/02/18,17:42:11,143.3,225.4,
08/02/18,17:42:12,130.0,223.6,
08/02/18,17:42:12,132.4,221.6,
08/02/18,17:42:12,150.6,214.2,
08/02/18,17:42:12,132.9,223.1,
08/02/18,17:42:12,131.3,225.3,
08/02/18,17:42:12,112.9,238.3,
08/02/18,17:42:12,140.2,219.5,
08/02/18,17:42:12,153.1,200.4,
08/02/18,17:42:12,159.5,198.4,
08/02/18,17:42:12,126.1,227.7,
08/02/18,17:42:12,136.3,222.4,
08/02/18,17:42:12,133.0,229.7,
08/02/18,17:42:13,130.5,227.7,
08/02/18,17:42:13,134.1,231.7,
08/02/18,17:42:13,133.4,232.6,
08/02/18,17:42:13,130.1,237.0,
08/02/18,17:42:13,126.2,241.6,
08/02/18,17:42:13,132.9,222.5,
08/02/18,17:42:13,118.7,229.7,
08/02/18,17:42:13,112.9,234.3,
08/02/18,17:42:13,108.4,237.3,
08/02/18,17:42:13,123.6,222.3,
08/02/18,17:42:13,121.2,216.5,
08/02/18,17:42:13,116.9,219.9,
08/02/18,17:42:14,113.9,218.5,
08/02/18,17:42:14,122.3,222.4,
08/02/18,17:42:14,111.9,222.3,
08/02/18,17:42:14,122.1,226.0,
08/02/18,17:42:14,116.8,228.7,
08/02/18,17:42:14,119.8,224.5,
08/02/18,17:42:14,137.9,213.8,
08/02/18,17:42:14,122.0,219.2,
08/02/18,17:42:14,118.0,222.7,
08/02/18,17:42:14,101.0,221.2,
08/02/18,17:42:14,115.4,215.5,
08/02/18,17:42:15,101.7,235.6,
08/02/18,17:42:15,105.7,226.4,
08/02/18,17:42:15,104.3,223.9,
08/02/18,17:42:15,105.9,225.3,
08/02/18,17:42:15,105.3,225.3,
08/02/18,17:42:15,102.4,228.3,
08/02/18,17:42:15,101.2,236.6,
08/02/18,17:42:15,95.5,236.2,
08/02/18,17:42:15,85.6,224.7,
08/02/18,17:42:15,100.2,230.0,
08/02/18,17:42:15,88.8,225.4,
08/02/18,17:42:15,101.7,224.4,
08/02/18,17:42:16,113.4,220.1,
08/02/18,17:42:16,98.9,227.3,
08/02/18,17:42:16,101.1,223.9,
08/02/18,17:42:16,100.1,220.6,
08/02/18,17:42:16,98.4,227.7,
08/02/18,17:42:16,105.9,225.6,
08/02/18,17:42:16,84.1,225.5,
08/02/18,17:42:16,95.4,226.3,
08/02/18,17:42:16,108.4,229.4,
08/02/18,17:42:16,92.0,229.7,
08/02/18,17:42:16,93.1,230.2,
08/02/18,17:42:16,77.4,221.3,
08/02/18,17:42:17,92.2,227.2,
08/02/18,17:42:17,92.1,228.0,
08/02/18,17:42:17,91.3,227.7,
08/02/18,17:42:17,102.2,223.6,
08/02/18,17:42:17,75.1,222.8,
08/02/18,17:42:17,78.8,220.4,
08/02/18,17:42:17,89.6,226.0,
08/02/18,17:42:17,89.7,225.0,
08/02/18,17:42:17,74.0,217.2,
08/02/18,17:42:17,88.8,225.7,
08/02/18,17:42:17,72.3,221.4,
08/02/18,17:42:17,86.0,228.9,
08/02/18,17:42:17,72.7,222.1,
08/02/18,17:42:18,85.0,227.4,
08/02/18,17:42:18,82.9,227.6,
08/02/18,17:42:18,83.7,227.2,
08/02/18,17:42:18,78.9,227.1,
08/02/18,17:42:18,83.1,223.9,
08/02/18,17:42:18,69.0,220.5,
08/02/18,17:42:18,82.1,224.5,
08/02/18,17:42:18,78.3,224.4,
08/02/18,17:42:18,78.0,222.4,
08/02/18,17:42:18,67.1,218.4,
08/02/18,17:42:18,66.6,216.7,
08/02/18,17:42:18,67.3,216.3,
08/02/18,17:42:19,75.3,220.6,
08/02/18,17:42:19,67.0,219.2,
08/02/18,17:42:19,95.4,214.9,
08/02/18,17:42:19,82.6,221.3,
08/02/18,17:42:19,67.7,218.9,
08/02/18,17:42:19,80.0,218.1,
08/02/18,17:42:19,79.9,219.1,
08/02/18,17:42:19,74.0,214.8,
08/02/18,17:42:19,71.4,228.6,
08/02/18,17:42:19,81.5,216.5,
08/02/18,17:42:19,74.4,212.3,
08/02/18,17:42:20,74.2,211.4,
08/02/18,17:42:20,113.3,185.2,
08/02/18,17:42:20,64.5,216.4,
08/02/18,17:42:20,78.2,220.9,
08/02/18,17:42:20,83.0,213.0,
08/02/18,17:42:20,77.3,219.2,
08/02/18,17:42:20,75.5,219.0,
08/02/18,17:42:20,65.5,213.6,
08/02/18,17:42:20,77.1,209.8,
08/02/18,17:42:20,71.3,210.8,
08/02/18,17:42:20,79.1,210.2,
08/02/18,17:42:21,68.3,224.6,
08/02/18,17:42:21,56.0,219.8,
08/02/18,17:42:21,67.1,224.1,
08/02/18,17:42:21,66.6,223.7,
08/02/18,17:42:21,71.9,227.6,
08/02/18,17:42:21,66.5,211.8,
08/02/18,17:42:21,65.4,222.0,
08/02/18,17:42:21,50.7,217.6,
08/02/18,17:42:21,60.1,223.9,
08/02/18,17:42:21,53.8,218.4,
08/02/18,17:42:21,51.1,220.8,
08/02/18,17:42:22,74.4,216.7,
08/02/18,17:42:22,63.8,221.2,
08/02/18,17:42:22,71.1,212.8,
08/02/18,17:42:22,50.1,220.9,
08/02/18,17:42:22,56.5,221.2,
08/02/18,17:42:22,42.0,215.6,
08/02/18,17:42:22,53.0,220.4,
08/02/18,17:42:22,49.7,224.3,
08/02/18,17:42:22,54.4,221.4,
08/02/18,17:42:22,41.3,217.7,
08/02/18,17:42:22,52.6,224.1,
08/02/18,17:42:22,44.1,216.0,
08/02/18,17:42:23,61.3,211.7,
08/02/18,17:42:23,48.9,217.6,
08/02/18,17:42:23,43.9,215.3,
08/02/18,17:42:23,42.7,227.9,
08/02/18,17:42:23,46.9,226.8,
08/02/18,17:42:23,30.4,218.3,
08/02/18,17:42:23,46.9,225.9,
08/02/18,17:42:23,29.6,216.7,
08/02/18,17:42:23,44.9,220.4,
08/02/18,17:42:23,40.4,220.9,
08/02/18,17:42:23,42.4,220.8,
08/02/18,17:42:24,41.5,220.1,
08/02/18,17:42:24,41.8,219.8,
08/02/18,17:42:24,43.1,222.4,
08/02/18,17:42:24,46.0,222.2,
08/02/18,17:42:24,39.8,215.4,
08/02/18,17:42:24,26.1,217.5,
08/02/18,17:42:24,29.0,208.4,
08/02/18,17:42:24,34.4,206.2,
08/02/18,17:42:24,36.4,208.5,
08/02/18,17:42:24,56.6,147.9,
08/02/18,17:42:24,40.0,207.0,
08/02/18,17:42:24,31.4,205.0,
08/02/18,17:42:25,37.3,206.3,
08/02/18,17:42:25,44.0,209.4,
08/02/18,17:42:25,62.3,197.1,
08/02/18,17:42:25,48.1,208.7,
08/02/18,17:42:25,45.0,205.4,
08/02/18,17:42:25,47.6,206.0,
08/02/18,17:42:25,43.4,203.9,
